번호,시설명,주소
4253,중구지역아동센터 오뚝이교실,대구광역시 중구 관덕정길 16 (남산동)
4254,늘푸른지역아동센터,충청남도 태안군 태안읍 도내1길 18
4255,우리동네,"제주특별자치도 제주시 관덕로 38, 2층 (삼도이동)"
4256,원내지역아동센터,대전광역시 유성구 진잠로62번길 49 (원내동)
4257,초록디딤돌 지역아동센터,전라남도 영광군 영광읍 물무로2길 39-3
4258,전하리지역아동센터,경기도 의정부시 상금로 31-21 (금오동)
4259,순천행복한홈스쿨,전라남도 순천시 역전장길 78 (풍덕동)
4260,삼호지역아동센터,전라남도 영암군 삼호읍 세가래로 30
4261,우리들세상남학생공동생활가정,대구광역시 달서구 월배로 199-18 (상인동)
4262,우리들세상여학생공동생활가정,대구광역시 달서구 월배로 199-18 (상인동)
4263,뜰안지역아동센터,충청북도 진천군 이월면 대막2길 22
4264,거모지역아동센터,경기도 시흥시 군자로466번길 37 (거모동)
4265,예천지역아동센터,"경상북도 예천군 예천읍 봉덕로 21, 2층"
4266,꽃동네천사의집,충청북도 음성군 맹동면 꽃동네길 40-29
4267,열매맺는 지역아동센터,경기도 파주시 파주읍 술이홀로 414-1
4268,영천시야사지역아동센터,경상북도 영천시 충효로 147 (야사동)
4269,순천SOS어린이마을,전라남도 순천시 용수동길 111 (와룡동)
4270,지역아동센터 부평공부방,"인천광역시 부평구 장제로159번길 34, 2층층 (부평동)"
4271,보라매지역아동센터,경기도 안산시 상록구 충장로 294 (이동)
4272,남구열린지역아동센터,"광주광역시 남구 서동로 4, 2층 (서동)"
4273,한길지역아동센터,"강원도 춘천시 후석로 267, 2층 (후평동)"
4274,안동지역아동센터,"경상북도 안동시 은행나무로 106-6 (옥동, 안동시종합사회복지관)"
4275,금강사 지역아동센터,"경상남도 거제시 수양2길 33, 2동 (수월동)"
4276,조례지역아동센터,"전라남도 순천시 신월큰길 54, 2층 (조례동, 주공5단지 상가)"
4277,천사의 집,전라남도 해남군 송지면 송호리 81번지
4278,진건지역아동센터,경기도 남양주시 진건읍 진건오남로105번길 14
4279,노안지역아동센터,전라남도 나주시 노안면 금산로 34
4280,공주푸른학교,"충청남도 공주시 무령로 208, 2층 (중동)"
4281,위미지역아동센터,제주특별자치도 서귀포시 남원읍 태위로115번길 16
4282,동래지역아동센터,부산광역시 동래구 시실로107번길 151 (명장동)
4283,로뎀나무 그룹홈,"광주광역시 서구 운천로56번길 7, 103동 103호 (금호동, 한국아파트)"
4284,시온원,서울특별시 동작구 상도로39길 48 (상도1동)
4285,샛별지역아동센터,전라남도 장흥군 장흥읍 흥성로 37-24
4286,서곶지역아동센터,"인천광역시 서구 승학로287번길 27, 2층 (연희동)"
4287,대덕종합사회복지관지역아동센터,대전광역시 대덕구 덕암로234번길 44 (덕암동)
4288,신례지역아동센터,제주특별자치도 서귀포시 남원읍 신례로 230
4289,새로배움터지역아동센터,경상북도 구미시 문장로12길 21-4 (도량동)
4290,풍익홈,강원도 화천군 하남면 춘화로 3370
4291,주안에지역아동센터,"경기도 시흥시 목감초등길 4, 205호 (조남동)"
4292,무지개지역아동센터,"광주광역시 북구 유림로160번길 5, 102동 1층 (동림동, 죽림주공아파트)"
4293,반남나누미지역아동센터,전라남도 나주시 반남면 석천로 20-13
4294,팔달지역아동센터,"대구광역시 북구 매천로2길 19-4, C동 101호 (팔달동, 태운넥스빌)"
4295,대구입석지역아동센터,"대구광역시 동구 아양로 291 (입석동, 3층)"
4296,푸른꿈지역아동센터,전라북도 정읍시 동부1길 78 (상동)
4297,길동지역아동센터,"서울특별시 강동구 천호대로187길 30, 2층 (길동)"
4298,문산지역아동센터,경상남도 진주시 문산읍 소문길 22
4299,단비그룹홈,"부산광역시 기장군 기장읍 대청로 7, 202동 1104호 (이진캐스빌골드아파트)"
4300,주은지역아동센터,전라남도 여수시 여서2로 66 (여서동)
4301,소망의집그룹홈,"전라북도 전주시 덕진구 태진로 61, A동 104호 (진북동, 동양아파트)"
4302,행복한지역아동센터,대구광역시 달서구 와룡로43길 70 (용산동)
4303,한마음다문화지역아동센터,"부산광역시 사하구 장평로127번길 20, 1층 (장림동)"
4304,아름다운 지역아동센터,충청남도 금산군 금성면 파초3길 16-7
4305,꿈꾸는 다락방  지역아동센터,대구광역시 서구 국채보상로 343 (비산동)
4306,착한지역아동센터,울산광역시 울주군 온양읍 덕망로 300
4307,참솔지역아동센터,서울특별시 도봉구 시루봉로 193 (방학동)
4308,여의칸지역아동센터,"서울특별시 서초구 서초대로 53, 2층 (방배동)"
4309,나눔플러스지역아동센터,서울특별시 도봉구 도봉로109길 40 (쌍문동)
4310,다대중앙 지역아동센터,"부산광역시 사하구 다대동로6번길 12 (다대동, 2층)"
4311,늘푸른지역아동센터,경상북도 경주시 안강읍 피일길 83
4312,금사나너울지역아동센터,부산광역시 금정구 금사로 86 (금사동)
4313,보금자리,"경기도 안산시 상록구 석호공원로1길 10, 3층 401호 (사동)"
4314,감람나무그룹홈,"전라북도 전주시 완산구 학봉2길 11, 115호 (동서학동, 진흥하이츠)"
4315,보령꿈꾸는숲지역아동센터,충청남도 보령시 주포면 보령읍성길 86
4316,구세군소양지역아동센터,강원도 춘천시 금강로13번길 12-7 (소양로3가)
4317,느티나무지역아동센터,"전라남도 목포시 영산로 325 (용당동, 가톨릭회관 3층)"
4318,진주다솜,"경상남도 진주시 돗골로106번길 15-1, 2층 201호 (상대동, 화양빌)"
4319,둔덕지역아동센터,"전라남도 여수시 둔덕8길 7-8 (둔덕동, 2층)"
4320,파이디온지역아동센터,"광주광역시 동구 남문로 590, 2층 (소태동)"
4321,LH행복꿈터 화성우리,경기도 화성시 매송면 매송로360번길 13
4322,동변지역아동센터,"대구광역시 북구 동변로13길 6-1, 2층 (동변동)"
4323,한울타리,경기도 고양시 일산서구 장자길118번길 54 (덕이동)
4324,해밀지역아동센터,경상북도 포항시 남구 상공로104번길 36-15 (대도동)
4325,포도나무지역아동센터,"광주광역시 광산구 목련로382번길 114, 2층층 201호호 (신가동)"
4326,샘물,경기도 수원시 권선구 세권로207번길 10-24 (권선동)
4327,1318해피존해밀 지역아동센터,"경기도 안양시 동안구 관평로319번길 42, 1층 (관양동)"
4328,써미트지역아동센터,전라북도 고창군 고창읍 월곡공원2길 37
4329,드림한누리지역아동센터,서울특별시 관악구 봉천동 1712번지 1호
4330,장기숲지역아동센터,경상북도 포항시 남구 장기면 장기로198번길 21
4331,꽃때말,강원도 태백시 보드미길 35-1 (장성동)
4332,청솔지역아동센터,"경기도 성남시 분당구 미금로 246, 3층 (금곡동, 청솔마을 청솔종합사회복지관)"
4333,샛터지역아동센터,"광주광역시 북구 서하로233번길 50, 102동 1층 108호 (오치동)"
4334,햇살지역아동센터,울산광역시 중구 반구정6길 61 (반구동)
4335,해평지역아동센터,경상북도 구미시 해평면 강동로 1697
4336,관설지역아동센터,강원도 원주시 관설안길 23-7 (관설동)
4337,푸른꿈지역아동센터,전라남도 영암군 군서면 모정1길 39-9
4338,사랑나눔지역아동센터,"충청북도 진천군 진천읍 진광로 72, 상가동 205호 (우주동백아파트)"
4339,바른아이 삼호지역아동센터,"울산광역시 남구 삼호로23번길 10-2 (무거동, 바른아이삼호지역아동센터)"
4340,햇살가득그룹홈,경상북도 안동시 밤적골길 20 (율세동)
4341,야긴새벽이슬가정,"경기도 안산시 단원구 우목골길 18-1, 301호 (선부동)"
4342,LH행복꿈터 인주지역아동센터,"충청남도 아산시 인주면 아산만로 1674-10, 105동 1층 (LH 주공아파트)"
4343,꿈나무지역아동센터,광주광역시 북구 경양로 65 (임동)
4344,심곡지역아동센터,경기도 부천시 신흥로 61 (심곡동)
4345,복음행복한홈스쿨지역아동센터,대전광역시 중구 동서대로1327번길 34 (용두동)
4346,세계로지역아동센터,광주광역시 북구 하남대로 681-8 (동림동)
4347,살레시오원미동나눔의집,경기도 부천시 원미로78번길 47-18 (원미동)
4348,사회복지법인 서창가버나움지역아동센터,경상남도 양산시 삼호9길 19 (삼호동)
4349,파랑지역아동센터,울산광역시 울주군 상북면 신기3길 16-21
4350,청아지역아동센터,대구광역시 동구 효신로5길 48 (신천동)
4351,기쁨의 지역아동센터,"경상북도 포항시 북구 삼흥로 411, B동 121동 (양덕동)"
4352,다솔지역아동센터,대구광역시 북구 동천로24길 17-9 (동천동)
4353,기안지역아동센터,경기도 화성시 효행로 229-18 (기안동)
4354,너나들이 지역아동센터,경상남도 고성군 고성읍 중앙로 22
4355,두란노지역아동센터,전라남도 해남군 화산면 마명길 7-1
4356,성공회원주나눔의집햇살지역아동센터,강원도 원주시 송계안길 9 (학성동)
4357,생수지역아동센터,경기도 안산시 상록구 호동로 66 (일동)
4358,평택나눔지역아동센터,경기도 평택시 밀월로 32-1 (신장동)
4359,해바라기지역아동센터,제주특별자치도 제주시 구좌읍 평대13길 46
4360,사랑의 집 지역아동센터,부산광역시 사상구 사상로202번길 48 (괘법동)
4361,보아스지역아동센터,인천광역시 부평구 마장로72번길 8 (십정동)
4362,금광동푸른학교 지역아동센터,경기도 성남시 중원구 광명로 354 (금광동)
4363,가경지역아동센터,"충청북도 청주시 흥덕구 장구봉로 20, 2층 (가경동)"
4364,레몬지역아동센터,전라북도 정읍시 수성3로 39-5 (수성동)
4365,기독삼애원,전라북도 익산시 하나로 278 (신흥동)
4366,서원지역아동센터,충청북도 청주시 흥덕구 풍년로180번길 37-12 (가경동)
4367,옥토지역아동센터,"광주광역시 북구 면앙로121번길 84-5, 3층 (문흥동)"
4368,은평지역아동센터 열린학교,서울특별시 은평구 은평로 227 (녹번동)
4369,보람둥지,"경기도 화성시 봉담읍 효행로 240, 109동 1층 101호 (신일우남클래식타운)"
4370,남중지역아동센터,전라북도 익산시 고봉로14길 9 (영등동)
4371,행복나눔지역아동센터,"부산광역시 연제구 거제천로136번길 30, 302호 (연산동, 리벤빌라)"
4372,금성공부방,경상남도 하동군 금성면 금성중앙길 2
4373,꿈나무지역아동센터,"인천광역시 서구 가석로156번길 14, 3층 (가좌동)"
4374,씨앗 지역아동센터,인천광역시 계양구 새벌로 120 (효성동)
4375,아낌없이 주는 나무 지역아동센터,서울특별시 성북구 종암로14길 12-16 (종암동)
4376,다운지역아동센터,전라북도 전주시 덕진구 기린대로 549 (덕진동2가)
4377,좋은터지역아동센터,경기도 부천시 소사로808번길 43 (원종동)
4378,지역아동센터 두량공부방,경상남도 사천시 사천읍 평례길 13
4379,현경지역아동센터,전라남도 무안군 현경면 운해로 1604
4380,미추홀구 신나는 그룹홈,"인천광역시 미추홀구 학익소로61번길 132, 25동 101호 (학익동, 25)"
4381,소망공동생활가정,충청북도 옥천군 옥천읍 문정1길 19
4382,삼성지역아동센타,충청북도 음성군 삼성면 덕정로44번길 3
4383,스위트홈,인천광역시 미추홀구 인주대로 326-1 (주안동)
4384,석곡지역아동센터,전라남도 곡성군 석곡면 석곡로 32-8
4385,보금자리지역아동센터,부산광역시 동래구 사직북로50번길 49 (사직동)
4386,별초롱 꿈나무학당,경기도 양주시 백석읍 호명로 103-14
4387,해님지역아동센터,"인천광역시 부평구 백범로 482, 2층 (십정동)"
4388,모현반석지역아동센터,경기도 용인시 처인구 모현면 백옥대로2438번길 2
4389,은혜지역아동센터,"대전광역시 동구 가양남로 1-1, 2층 (가양동)"
4390,맑은 샘,경기도 고양시 일산동구 고봉로658번길 13 (성석동)
4391,서로사랑지역아동센터,충청남도 천안시 서북구 직산읍 군수1길 30
4392,해피하우스 푸른초장,"경기도 안산시 단원구 선부로 166, 128동 2층 205호 (선부동, 공작한양아파트)"
4393,문흥골아이네지역아동센터,광주광역시 북구 첨단연신로108번길 59-10 (신용동)
4394,경서지역아동센터,경기도 부천시 고강로 108 (고강동)
4395,행복한지역아동센터,"인천광역시 서구 염곡로 307-1, 2층 (석남동)"
4396,우리지역아동센터,전라남도 나주시 남평읍 지석로 59
4397,오순도순마을 공부방,경기도 부천시 장말로 212 (상동)
4398,푸른초장지역아동센터,"전라북도 전주시 덕진구 가재미2길 8, 2층 (인후동1가)"
4399,새감마을,충청남도 예산군 덕산면 봉운로 81-82
4400,파란꿈지역아동센터,광주광역시 남구 고싸움로164번길 21 (지석동)
4401,완산지역아동센터,경상북도 영천시 완산로 63-1 (완산동)
4402,가야지역아동센터,"경기도 군포시 번영로 331-1, 2층 (산본동)"
4403,지역아동센터 굴렁쇠,충청남도 공주시 정안면 정안중앙길 101-6
4404,샘물지역아동센터,전라남도 담양군 담양읍 신성길 23
4405,시온성지역아동센터,경기도 안산시 상록구 성호로5길 3 (일동)
4406,영강지역아동센터,전라남도 나주시 영강길 15 (삼영동)
4407,풍성한지역아동센터,전라남도 강진군 강진읍 삼일로 43
4408,다사랑지역아동센터,"전라남도 영암군 삼호읍 삼호중앙로 204-18, 2층"
4409,불암지역아동센터,경상남도 김해시 김해대로2715번길 59 (지내동)
4410,동암지역아동센터,인천광역시 부평구 백범로406번길 64 (십정동)
4411,사랑의샘지역아동센터,부산광역시 동래구 쇠미로221번길 3 (온천동)
4412,똘레랑스지역아동센터,전라북도 익산시 서동로24길 40 (동산동)
4413,은성지역아동센터,"경상남도 창원시 진해구 웅동로51번길 24-3, 201호 (마천동)"
4414,우등지역아동센터,광주광역시 광산구 산정로6번길 21-15 (산정동)
4415,강원도아동복지센터(아동일시보호시설),강원도 원주시 판부면 도매촌길 54
4416,목도중앙지역아동센터,충청북도 괴산군 불정면 목도로 51
4417,안성사랑 지역아동센터,경기도 안성시 비룡1길 65 (당왕동)
4418,청림좋은이웃지역아동센터,경상북도 포항시 남구 동해안로5932번길 17 (청림동)
4419,꿈나래지역아동센터,광주광역시 서구 눌재로 406 (세하동)
4420,새날지역아동센터,서울특별시 광진구 아차산로26길 22 (자양동)
4421,신망애육원,경상북도 문경시 영신영강길 50 (영신동)
4422,삼천나눔지역아동센터,전라북도 전주시 완산구 삼천천변2길 42-4 (삼천동1가)
4423,나들목지역아동센터,광주광역시 북구 군왕로208번길 21 (각화동)
4424,흥해지역아동센터,경상북도 포항시 북구 흥해읍 칠포로 330
4425,행복지역아동센터,부산광역시 기장군 기장읍 차성동로122번길 10
4426,사랑빛 지역아동센터,대전광역시 유성구 전민로46번길 70 (전민동)
4427,꿈나무지역아동센터,강원도 동해시 일출로 20-4 (발한동)
4428,유천지역아동센터,대전광역시 중구 문화로105번길 24 (유천동)
4429,거성지역아동센터,광주광역시 서구 월산로 264 (농성동)
4430,무지개지역아동센터,서울특별시 도봉구 방학로3길 116 (쌍문동)
4431,해봄지역아동센터,"부산광역시 해운대구 신반송로 200 (반송동, 주공나상가 201,202,203,204,207호)"
4432,신갈푸른학교,"경기도 용인시 기흥구 금화로 101, 4층 401호 (상갈동, 그린빌프라자)"
4433,씨앗지역아동센터,충청북도 음성군 소이면 한불로 702-1
4434,장천지역아동센터,전라남도 순천시 중앙로 46 (장천동)
4435,신림우리집,서울특별시 관악구 신림동 1629번지 0028호
4436,합성지역아동센터,"경상남도 창원시 마산회원구 합성서1길 122 (합성동, (1층))"
4437,새솔지역아동센터,충청남도 천안시 동남구 성황로 113-9 (원성동)
4438,꿈밭지역아동센터,경상북도 군위군 소보면 송백로 1411
4439,신나는지역아동센터,인천광역시 강화군 강화읍 신문길44번길 8-4
4440,홍천송정지역아동센터,강원도 홍천군 화촌면 송정2길 6
4441,디딤돌지역아동센터,충청남도 천안시 서북구 성거읍 천흥4길 57
4442,여주지역아동센터,경기도 여주시 세종로237번길 3-1 (교동)
4443,엘림지역아동센터,서울특별시 마포구 방울내로 53 (망원동)
4444,부천시민연합 부설 지역아동센터 도깨비,"경기도 부천시 부흥로 424, 206호 (심곡동)"
4445,광덕푸른지역아동센터,충청남도 천안시 동남구 광덕면 신흥리4길 54 (광덕복지회관 2층)
4446,노은지역아동센터,대전광역시 유성구 노은서로 77 (노은동)
4447,늘만나아동센터,강원도 강릉시 팔송길18번길 15-1 (송정동)
4448,기쁜누리지역아동센터,경기도 남양주시 사릉로34번길 14 (금곡동)
4449,꿈나무지역아동센터,"인천광역시 미추홀구 경인로252번길 12, 3층 (도화동)"
4450,안산신나는그룹홈,"경기도 안산시 단원구 초지1로 78, 2014동 3층 302호 (초지동, 행복한마을아파트)"
4451,메리워드 지역아동센터,"서울특별시 구로구 고척로 49, 상가동 3층 (오류동, 동부골든아파트)"
4452,아가페21,"경기도 고양시 일산서구 일청로91번길 82, 3층 301호 (일산동)"
4453,좋은친구들,"서울특별시 동작구 동작대로13길 34 (사당동, 2층)"
4454,윤슬지역아동센터,부산광역시 북구 덕천로 133-1 (덕천동)
4455,화순자애원,전라남도 화순군 화순읍 충의로 273-1
4456,그루터기지역아동센터,경상북도 칠곡군 왜관읍 석전로 64
4457,예닮지역아동센터,충청남도 아산시 둔포면 관대길 59-6
4458,꿈세지역아동센터,"경기도 안양시 동안구 경수대로556번길 25, 2층 (호계동)"
4459,세풍지역아동센터,전라남도 광양시 광양읍 중여길 16
4460,해피지역아동센터,광주광역시 남구 봉선1로62번안길 8 (봉선동)
4461,그루터기지역아동센터,경상북도 성주군 성주읍 시장길 42-24
4462,1318해피존더불어숲지역아동센터,"제주특별자치도 제주시 월랑북길 30-5 (노형동, 경남주택 1층 101호)"
4463,운양지역아동센터,전라남도 나주시 동강면 나주서부로 1910-5
4464,양재지역아동센터,광주광역시 남구 봉선중앙로118번길 32 (방림동)
4465,파랑새지역아동센터,전라북도 군산시 동아로 143 (산북동)
4466,다솔동산,경기도 화성시 비봉면 자청로207번길 36
4467,희망둥지,"경기도 남양주시 평내로14번길 8-4 (평내동, 다올채 106동 301호)"
4468,징검다리,"전라북도 전주시 덕진구 삼송3길 41 (금암동, 동남목련아파트 A동202호)"
4469,원광녹동지역아동센터,전라남도 고흥군 도양읍 녹동신항9길 43-2
4470,에듀존도봉지역아동센터,서울특별시 도봉구 해등로 111 (창동)
4471,화동지역아동센터,대구광역시 달성군 화원읍 성암로1길 69
4472,보령지역아동센터,"충청남도 보령시 천변남길 316, 2층 (동대동)"
4473,키움지역아동센터,"충청남도 아산시 시민로 247, 2층 201호 (용화동)"
4474,초록별지역아동센터,"전라북도 전주시 덕진구 거북바우로 119, 2층 (인후동2가)"
4475,미리내지역아동센터,부산광역시 해운대구 아랫반송로21번길 94-9 (반송동)
4476,우리동네지역아동센터,전라북도 전주시 완산구 호암로 88 (효자동2가)
4477,원주아동센터,강원도 원주시 태장둔치길 149 (태장동)
4478,새뜸지역아동센터,충청남도 논산시 양촌면 매죽헌로1723번길 5 (새뜸지역아동센터)
4479,보금자리지역아동센터,"광주광역시 북구 양산택지로34번길 13 (양산동, 1층)"
4480,동홍지역아동센터,제주특별자치도 서귀포시 동홍중앙로 28 (동홍동)
4481,디딤돌지역아동센터,경상남도 김해시 한림면 한림로401번길 41
4482,성환삼육영어지역아동센터,충청남도 천안시 서북구 성환읍 송골3길 16-1
4483,꿈틀지역아동센터,"경기도 동두천시 평화로 2459-1, 3층 (생연동)"
4484,공감하는지역아동센터,광주광역시 북구 참판로 131 (두암동)
4485,화성좋은이웃,"경기도 화성시 봉담읍 수영로82번길 4, 206동 102호 (한울마을 신창비바패밀리아파트)"
4486,은강지역아동센터,광주광역시 서구 상무화원로23번길 5 (치평동)
4487,오미들지역아동센터,"충청북도 음성군 대소면 오산로 33, 2층 201호"
4488,지혜샘지역아동센터,경상남도 산청군 생초면 왕산로 378
4489,파랑새 그룹홈,전라북도 임실군 관촌면 신전4길 21-39
4490,하늘꿈터지역아동센터,경기도 이천시 모가면 진상미로 1443-24
4491,야시스 지역아동센터,전라남도 장성군 장성읍 매화6길 42
4492,샘솟는지역아동센터,"경기도 광주시 곤지암읍 도척로 125-27, 1층 (샘솟는 지역아동센터)"
4493,소사지역아동센터,"경기도 부천시 은성로62번길 111, 2층 (소사본동, 유진빌딩)"
4494,오성지역아동센터,경기도 평택시 오성면 숙성시장길 66
4495,환희의신비,경기도 남양주시 수동면 입석1길 18
4496,감나무골작은학교지역아동센터,대구광역시 북구 대현남로5길 14 (대현동)
4497,미래지역아동센터,"경상북도 포항시 북구 학전로 9, 2층 (학산동)"
4498,솔안지역아동센터,경기도 부천시 중동로71번길 75 (송내동)
4499,서전주빛지역아동센터,"전라북도 전주시 완산구 거마평로 189-52, 3층 (효자동1가)"
4500,두드림이레그룹홈,경기도 동두천시 행선로 48-3 (지행동)
4501,청보리 지역아동센터,"경기도 광명시 영당로22번길 19, 2층 (소하동, 미도아파트 상가동)"
4502,느티나무지역아동센터,"부산광역시 사하구 다대로 123-4, 3층 (신평동, 느티나무하우스)"
4503,비전지역아동센터,"경기도 부천시 원종로107번길 21, 3층 (고강동)"
4504,해피지역아동센터,"부산광역시 부산진구 신천대로 279, 1층 111호 (부암동, 럭키무지개아파트 나동)"
4505,혜성지역아동센터,대전광역시 서구 계룡로245번길 26-11 (월평동)
4506,하늘빛지역아동센터,"경상남도 거제시 연초면 소오비길 11-14, 2층"
4507,알바트로스 그룹홈,"광주광역시 북구 동림용산로 12-7, 3층 (동림동)"
4508,신광지역아동센터,"서울특별시 금천구 한내로 69-15, 207호 (독산동)"
4509,대한사회복지회대구아동상담소,대구광역시 수성구 범어동 128번지 1호
4510,도토리지역아동센터,광주광역시 광산구 어등대로648번길 146 (선암동)
4511,한빛지역아동센터,"부산광역시 연제구 쌍미천로84번길 71, 3층 (연산동)"
4512,햇살경화지역아동센터,경상남도 창원시 진해구 충장로285번길 28 (경화동)
4513,SY엔터테인먼트공동생활가정,"인천광역시 서구 완정로64번길 7, 110동 20층 2003호 (마전동, 영남탑스빌아파트)"
4514,오산지역아동센터,전라북도 익산시 오산면 평동로 311
4515,숲과나무 지역아동센터,경기도 수원시 권선구 금곡로 137 (금곡동)
4516,푸른솔지역아동센터,"울산광역시 동구 등대4길 25 (방어동, 울산방어휴먼시아)"
4517,봄채,"서울특별시 송파구 동남로24길 11, 4층 (오금동)"
4518,창조의 집,전라북도 진안군 진안읍 오천리 
4519,나눔플러스 지역아동센터,"경기도 남양주시 진건읍 진건오남로 77, 401호"
4520,덕천지역아동센터,"부산광역시 북구 모분재로15번길 75 (덕천동, 덕천한라아파트2동 상가 6~8호)"
4521,원지역아동센터,"제주특별자치도 제주시 정존5길 7, 2층 (노형동)"
4522,태전지역아동센터,"대구광역시 북구 칠곡중앙대로69길 14-17, 2층 (태전동)"
4523,선한지역아동센터,서울특별시 양천구 목동중앙남로16다길 28 (목동)
4524,합천 꿈꾸는 지역아동센터,경상남도 합천군 가회면 황매산로 28
4525,보성종합사회복지관 지역아동센터,전라남도 보성군 보성읍 동인길 18-6
4526,평화의집지역아동센터,경기도 포천시 소흘읍 봉솔로4길 21
4527,람원행복한홈스쿨 지역아동센터,"서울특별시 강서구 까치산로 160-5, 1,2층 (화곡동)"
4528,담쟁이지역아동센터,경상남도 남해군 고현면 탑동로 64-1
4529,스타지역아동센터,"전라북도 군산시 옥산면 산성로 203, 1층"
4530,신당꿈 지역아동센터,"서울특별시 중구 다산로21길 8 (신당동, 남정빌딩 4층)"
4531,희망스쿨지역아동센터,"부산광역시 해운대구 아랫반송로29번길 25, 29, 3~4층 (반송동)"
4532,디딤돌,전라북도 전주시 덕진구 금암동 
4533,우리지역아동센터,경상남도 밀양시 남천강변로1길 12 (삼문동)
4534,나무들을위한숲지역아동센터,"경기도 의정부시 둔야로 52, 3층 (가능동)"
4535,서부지역아동센터,경기도 안산시 상록구 충장로3길 33 (본오동)
4536,빈들지역아동센터,"대전광역시 중구 선화로43번길 29, 104동 101호 (목동, 현대아파트)"
4537,주암지역아동센터,전라남도 순천시 주암면 외광길 36
4538,푸마네,"대전광역시 중구 계백로1603번길 50-8, 4층 401호 (유천동, 정윤하우스)"
4539,솔로몬 남면 지역아동센터,경상남도 남해군 남면 남서대로 788-1
4540,열린 지역아동센터,경상북도 포항시 남구 중흥로114번길 14-1 (상도동)
4541,덕암지역아동센터,대전광역시 대덕구 덕암로187번길 15 (덕암동)
4542,문수지역아동센터,"전라남도 여수시 여문2로 11, 2층 (문수동, 문수주공상가)"
4543,창동드림지역아동센터,서울특별시 도봉구 우이천로4다길 32 (창동)
4544,안산지역아동센터,전라남도 여수시 도원로 134 (안산동)
4545,민들레샘물 지역아동센터,"서울특별시 관악구 대학20길 27, 103동 105호 (신림동, 현대아파트)"
4546,합정방정환지역아동센터,"경기도 평택시 조개터로6번길 20, 2층 201호 (합정동)"
4547,부귀지역아동센터,전라북도 진안군 부귀면 부귀로 304-6
4548,하늘씨앗지역아동센터,서울특별시 강북구 삼양로 246 (미아동)
4549,반여어깨동무지역아동센터,"부산광역시 해운대구 재반로256번길 15 (반여동, 효원약국2층)"
4550,나르샤,"경기도 안산시 상록구 후곡로 36, 401호 (사동)"
4551,마로니에지역아동센터,서울특별시 종로구 이화장길 94 (동숭동)
4552,R&T지역아동센터,"서울특별시 송파구 중대로36길 17, 2층 (오금동)"
4553,종로지역아동센터,서울특별시 종로구 지봉로13길 82 (창신동)
4554,애향아동복지센터,경기도 평택시 서정역로 5 (서정동)
4555,옥토지역아동센터,서울특별시 마포구 토정로16길 19 (현석동)
4556,대구신망애원,대구광역시 수성구 희망로 121 (중동)
4557,성문지역아동센터,인천광역시 서구 서달로 126 (석남동)
4558,꿈샘지역아동센터,"부산광역시 남구 유엔로 1-1 (우암동, 동일상가 203호)"
4559,구엄지역아동센터,"제주특별자치도 제주시 애월읍 일주서로 6771, 2층"
4560,효성중앙지역아동센터,인천광역시 계양구 새풀로7번길 37 (효성동)
4561,남구지역아동센터,"인천광역시 미추홀구 주안중로38번길 13, 2층 (주안동)"
4562,동성지역아동센터,강원도 동해시 전천로 107 (이도동)
4563,옹달샘 지역아동센터,서울특별시 마포구 월드컵로7길 41 (합정동)
4564,새롬 지역아동센터,경기도 성남시 수정구 공원로445번길 7 (태평동)
4565,도마지역아동센터,"대전광역시 서구 제비네1길 112, 2층 (도마동)"
4566,새싹지역아동센터,대전광역시 서구 도마로13번길 25 (도마동)
4567,해뜨는우리집,"전라북도 익산시 서동로18길 46-1, 101동 107호 (동산동, 제일아파트)"
4568,삼성어린이공부방지역아동센터,충청북도 음성군 삼성면 덕정로 78-7
4569,목포햇살아래그룹홈(전남서부지부),"전라남도 목포시 산정로 268-3 (산정동, 근화그린아파트 101동 1003호)"
4570,하이탑공부방,경기도 구리시 안골로20번길 8-9 (교문동)
4571,청어람지역아동센터,인천광역시 연수구 독배로82번길 47 (옥련동)
4572,애생보육원,대구광역시 동구 방촌로 69 (검사동)
4573,엘로힘지역아동센터,전라남도 해남군 북일면 운수길 55-2
4574,한울타리지역아동센터,"경기도 남양주시 화도읍 가구단지중앙길 2, 3층"
4575,샘물중앙지역아동센터,충청북도 충주시 연원1길 6 (연수동)
4576,여진지역아동센터,"광주광역시 광산구 하남대로 321, 2층 (신가동)"
4577,부윤지역아동센터,충청북도 음성군 대소면 대동로537번길 3
4578,지역아동센터 삼산해오름 공부방,인천광역시 부평구 영성서로 2 (삼산동)
4579,빛과소금지역아동센터,"광주광역시 광산구 우산로95번길 60, 104동 103호 (우산동, 대광로제비앙)"
4580,중부지역아동센터,전라남도 나주시 나주로 83-16 (송월동)
4581,하늘누리지역아동센터,경기도 남양주시 가운로2길 114 (가운동)
4582,늘푸른지역아동센터,"경상남도 진주시 진양호로83번길 21, 1층 (평거동)"
4583,아람J.아카데미,경기도 구리시 원수택로52번길 22 (수택동)
4584,미래지역아동센터,"부산광역시 해운대구 해운대로81번길 85, 3층 (재송동)"
4585,범일지역아동센터,부산광역시 동구 범곡로33번길 40 (범일동)
4586,화곡지역아동센터,서울특별시 강서구 등촌로5길 79 (화곡동)
4587,산동지역아동센터,전라북도 남원시 산동면 요천로 2914 (2층)
4588,비전지역아동센터,전라북도 전주시 완산구 장승배기4길 7 (평화동1가)
